GeoName,LineCode,Description,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2019:Q1,2019:Q2,2019:Q3,2019:Q4,2020:Q1,2020:Q2,2020:Q3
Pennsylvania,2,  Private industries,439794.1,444062.1,452011.3,458454.3,456403,464177,471743.1,476230.7,485193.2,491660.6,502456,511546.8,512293.5,522242.2,522038.4,514904.7,507730.1,506334.6,510049.5,523310.6,520400.1,529092.2,537998.8,542266,539209.7,549217,555985.8,565464.4,569060.2,574681.9,579039.9,576621.6,586614.7,591468.5,596660,604890.1,606200.9,618732.7,629446.4,633074.5,635909.8,640716,642511.6,644099,647482.8,651903.1,657824.6,662054,663548.5,666308,676557.7,683218.8,690651,701048.4,707623.1,713704.2,721411.5,729026.9,735279,740338.7,731034.1,648388.3,711208.9
Pennsylvania,83,  Government and government enterprises,54759,55940,57313.8,57147.7,57580.1,58333.3,58674.4,59522.6,60129.8,61103.5,62270.6,62209.9,62793,63390.7,63815.8,64630.9,64289.1,64672,64693.7,66774.4,65191.4,66225.4,66842.1,68084.6,65061.7,66641.6,67178.1,65463.4,65338.9,65501.1,66132.3,66276.2,67737.3,68419.8,68424.5,69123.1,68911.4,69041.2,69521.9,69763.9,70263.7,70444.9,70951.9,72251.9,70108.8,71776,73746.4,72642.4,72003.4,72267.8,73154.2,73504.7,73884.7,74711,76012.4,75863.6,76576.8,76906.3,77300.9,78109.9,77902.8,75442.1,77291.2
Rhode Island,1,All industry total,44119.4,44977.9,45284.7,46150.5,46269.5,47702.9,48558.2,48208.5,48434.1,47782.3,47692.5,47130.7,47203.1,46890.5,46843.7,47376.1,47049.4,47624.1,48225.1,48727.7,48682,49335.1,49843.9,50028.7,48928.7,50461.8,50494,50794.6,51322.9,51674.3,51794.5,51638,52689.3,52338.2,52872.7,53289.7,53487.9,53869.1,54386.1,55447.8,55834.8,56491.3,56613.1,57303.6,56686.2,57271.8,58041.7,58118.1,57041.8,57691,58753.8,58982.3,58930.7,59845.4,59983.1,60939.3,61626.6,61804.6,61768.8,62335.4,61953.8,56285.2,61081.2
Rhode Island,2,  Private industries,37730.5,38486.1,38668.2,39382.1,39599.2,40850.6,41758.4,41160.6,41416.8,40618.7,40573.9,40071.4,40002.5,39697.2,39640.9,40281.6,39988.5,40719.5,41327,41744.2,41695.1,42083.6,42710.2,42697,41675.5,43085.8,43073.6,43576.8,43962.2,44413,44495.1,44386.6,45375.5,45009.1,45473.2,46007,46153.5,46495.1,46895.9,47998.5,48343.3,49007.1,48937.8,49671.1,49173.9,49857.9,50592,50272.9,49327,49753,50810.9,50852.6,50805,51550.1,51701.6,52652.2,53191.1,53281,53175.4,53724.1,53341,47921.9,52592
Rhode Island,83,  Government and government enterprises,6389,6491.7,6616.5,6768.4,6670.3,6852.3,6799.8,7048,7017.3,7163.6,7118.6,7059.3,7200.6,7193.4,7202.9,7094.5,7060.9,6904.7,6898.1,6983.4,6986.9,7251.6,7133.7,7331.7,7253.3,7376,7420.4,7217.7,7360.7,7261.3,7299.4,7251.4,7313.8,7329.1,7399.4,7282.6,7334.4,7374,7490.2,7449.3,7491.5,7484.2,7675.3,7632.5,7512.3,7413.9,7449.7,7845.2,7714.8,7938,7942.8,8129.7,8125.6,8295.3,8281.5,8287.1,8435.5,8523.6,8593.3,8611.3,8612.8,8363.3,8489.1
South Carolina,1,All industry total,140232.8,141539.7,143343.7,145344,148478.3,149854.6,151019.6,153293.2,154806.2,158164,160894,162541.5,160674.5,162434.3,163087.2,160995.7,159968.3,158732.1,159386.4,161558.6,161089.7,163405.6,164752.6,166128.1,167204,170328.6,170669.8,172109.3,174595.1,175004.9,175906.4,175807.7,180409,180193.7,184165,186580.2,187006.8,191615.8,193881.9,195421.5,199359.2,202174.8,206448.9,208018.8,209582.4,212564.8,214423.7,217767.5,220772.8,222100.9,223991.3,226791,230430.5,234120.3,236517.2,240079.8,244305.4,245094.6,249110.6,251664.5,247816.9,224689.2,245473.2
South Carolina,2,  Private industries,117849.1,118707.9,120392.6,121757.5,124699,125676.8,126628.1,128753.3,129992.4,132864.2,135096.4,136473.2,133928.2,135286.8,135494.8,133335.6,132226.3,130948.8,131638.9,133587.1,133326.5,135272.7,137198,138551.9,139247.2,141908.7,142096.7,143272.7,145816.4,146002.2,146299.3,146043.7,150485.5,149897,153955.5,156230.7,156443.6,160815.5,162695.6,163866.7,167709.1,170226.8,174049,175336.8,176499.6,179293.5,181000.2,183960.9,186931.2,188043.6,189611.4,191834.7,195226.5,198170.2,200121.8,203873.1,207332.6,207777.9,211152.3,213036.8,209599.8,187869.8,207584.4
South Carolina,83,  Government and government enterprises,22383.7,22831.8,22951,23586.5,23779.3,24177.8,24391.5,24539.9,24813.8,25299.8,25797.6,26068.2,26746.4,27147.5,27592.4,27660.2,27742.1,27783.3,27747.5,27971.5,27763.2,28132.9,27554.6,27576.2,27956.7,28419.9,28573.1,28836.6,28778.6,29002.8,29607.1,29764,29923.5,30296.7,30209.5,30349.5,30563.1,30800.3,31186.3,31554.8,31650.1,31948,32399.8,32682,33082.9,33271.3,33423.5,33806.5,33841.6,34057.2,34379.9,34956.3,35204,35950.1,36395.4,36206.7,36972.7,37316.7,37958.2,38627.7,38217.1,36819.4,37888.7
South Dakota,1,All industry total,30308,30260,30634.6,30937.5,31296.1,31732.7,32013.6,32253.9,34308.1,34835.4,34801.7,35318.7,37360.7,36932.7,36501.5,35107.5,35934.9,36128,36509.1,36794,36564.1,36978.5,38292.1,39002.2,40340,41196.9,41782.1,43441.6,43883.8,43972.6,41995.8,44350.7,44791.1,44917.2,45105.4,45012.3,46258.8,46914.9,46306.3,45999.5,46692.4,47115,47727.2,48987.4,47305.5,48312.5,49521.8,49785.3,50774,50553.8,50138.5,49905.4,52952.9,53051.3,53222.1,53729.7,53712.3,54497.3,55502.2,56051.9,56071.7,50951.3,55243.2
South Dakota,2,  Private industries,26437.2,26400.8,26796.2,26993.5,27318,27689.9,27946.2,28146.8,30213.6,30744,30626.1,31126.6,33098.3,32639.1,32142.8,30694.1,31480.2,31605.4,31933.9,32205.6,31759.3,32156.8,33394.6,34145.6,35373.6,36274.2,36957.5,38574.4,38893.6,39136.1,37186.2,39609.9,40118.2,40243,40397.5,40256.7,41427.2,42020.5,41359.1,41022.5,41662.6,42038,42621.1,43927.9,42106.9,43143.5,44288.1,44411.5,45336.1,45010,44555,44229.5,47218.8,47218.5,47301.2,47814.9,47710.6,48467.2,49430.1,49947.4,49951.1,45137,49168
South Dakota,83,  Government and government enterprises,3870.8,3859.2,3838.3,3944,3978.2,4042.8,4067.4,4107.1,4094.4,4091.4,4175.6,4192.1,4262.3,4293.6,4358.7,4413.5,4454.7,4522.6,4575.2,4588.4,4804.8,4821.7,4897.5,4856.6,4966.4,4922.7,4824.6,4867.2,4990.2,4836.5,4809.6,4740.8,4672.9,4674.2,4707.8,4755.6,4831.7,4894.4,4947.2,4977,5029.8,5077.1,5106.2,5059.5,5198.6,5168.9,5233.7,5373.9,5437.9,5543.8,5583.5,5675.9,5734.1,5832.9,5920.9,5914.8,6001.7,6030.1,6072.1,6104.5,6120.6,5814.3,6075.2
Tennessee,1,All industry total,224177.7,225712.9,229952.8,232661.9,236210,240165.9,240645.5,243423,239322.6,242441.7,245335,249677.7,249389.7,251478.1,254251.8,251079.7,250724,249273.4,249264.7,252255.6,253467.7,254716,255908.5,258692.2,260743.2,265678.8,269602.5,273926.2,278522,284013.9,284452.7,286939.5,292281.3,290445.7,293542,296792.2,297371.6,302162.3,306255.1,309366.3,316062.5,322938.4,327118.2,328514.8,329874.9,332118,335243,340507,342267.4,343288.7,346433.6,353142.1,355341.3,361895.4,365540,368171.5,370936.3,375387.5,379183,380823,379453.8,333194.3,369062.8
Tennessee,2,  Private industries,197118.3,198404.3,202005.5,204026.1,207464.9,211032.7,211749.1,214780.2,211624.1,214847.7,217618,221291.2,219672,221022.3,222688.6,218954.5,217848,216196.1,216542.4,219961.4,221425.6,223165.6,224713.3,227287.4,228451.3,232729.4,236403.6,240230.4,244489.7,249865.7,249462.3,252010.2,257053.4,255163.5,258340.1,261051.1,260889.2,265718.1,269610.6,272920.2,279123.9,285790.1,289319.9,290936,292192.5,294701,297415.1,302013.7,304191.3,304385.2,307469.4,313539.1,315452.6,321284.6,324628.8,327190,329692.5,333949.8,337345.2,338784.4,337134.1,292255.6,327224.1
Tennessee,83,  Government and government enterprises,27059.3,27308.6,27947.3,28635.8,28745.1,29133.2,28896.3,28642.8,27698.5,27594,27717,28386.5,29717.7,30455.8,31563.1,32125.3,32876,33077.3,32722.3,32294.2,32042.1,31550.4,31195.2,31404.8,32291.9,32949.4,33198.9,33695.7,34032.3,34148.2,34990.4,34929.3,35227.9,35282.1,35202,35741.1,36482.4,36444.1,36644.6,36446.1,36938.6,37148.3,37798.4,37578.8,37682.4,37417,37827.9,38493.3,38076.1,38903.5,38964.3,39603,39888.7,40610.8,40911.2,40981.5,41243.8,41437.7,41837.8,42038.6,42319.7,40938.7,41838.6
Texas,1,All industry total,959728.9,966652.1,993026.3,1025403.5,1054437,1076278.2,1093210.2,1112761.8,1132439.2,1174746.2,1189869,1215829.8,1220023.4,1256216.8,1257142.6,1212064.5,1166879.1,1146631.5,1156114.6,1182262.1,1216228.5,1223504.7,1243662.6,1265820,1292759.9,1329663.1,1338484.3,1363646.5,1388189.1,1397013.7,1410389.1,1446199.1,1466524,1489492,1518706.1,1527494.9,1531479,1569666.7,1591410.8,1579726.5,1567401.6,1563001.9,1567179.7,1559914.1,1538263.7,1560051.9,1574912.8,1597519.8,1628455.6,1647204.3,1672118.4,1713933.8,1755051.1,1793165.6,1809490.7,1824833.2,1827426.3,1835576.3,1850626.4,1861581.9,1818394.5,1628185,1772131.6
Texas,2,  Private industries,850566.1,857692.3,883895.6,913133.1,941400.5,961209,976650.2,993742.3,1011686.8,1051466,1064692.5,1088803.2,1090879.6,1125347.9,1124651.8,1077439.1,1029223.1,1007425.3,1014623.5,1040881.4,1070037.7,1077654.1,1096871.7,1120725.5,1144831.5,1182977.2,1192539,1216907.3,1239637.2,1246149.6,1257567.2,1292333,1311850.7,1333577.1,1361512.7,1369265.3,1372063,1409450.7,1429269.9,1415700,1400190.9,1395004,1397021.2,1389514.7,1364396.7,1385894,1400456,1419886.4,1450389.9,1466737.5,1490136.4,1529496.5,1570293.7,1605809,1620514.6,1635287.6,1635353.2,1642014.8,1654285.9,1662598.3,1617957.9,1432042.9,1570028.2
Texas,83,  Government and government enterprises,109162.9,108959.8,109130.7,112270.3,113036.5,115069.2,116560,119019.6,120752.4,123280.2,125176.5,127026.6,129143.8,130868.9,132490.9,134625.4,137655.9,139206.2,141491.1,141380.7,146190.9,145850.6,146790.9,145094.5,147928.3,146685.9,145945.3,146739.2,148551.9,150864.2,152821.9,153866.1,154673.3,155914.9,157193.5,158229.6,159415.9,160216,162141,164026.5,167210.7,167997.9,170158.5,170399.4,173867,174157.9,174456.8,177633.4,178065.6,180466.8,181982,184437.3,184757.5,187356.5,188976.1,189545.6,192073.1,193561.5,196340.5,198983.6,200436.6,196142.1,202103.4
Utah,1,All industry total,90791.3,92408.8,95362,98650,102069.5,104708,107278.6,110056.9,111127.7,114883,115766.6,116851.1,115277.5,117231.8,117044.1,113986.7,114098.3,113008.6,113098.1,113866,116120.8,116287.8,118579,121405.4,122315,124725.8,125417.9,126300.9,128312.7,128317.6,128292.1,130134.5,132429.9,133433.2,135858.2,136396.8,138764.5,140951.1,142400.1,143996.3,145623.6,148330.2,149943.9,151773.2,153445.3,155781.2,158746.3,161798,162686.2,165349,169269.7,173148.6,176877.8,181342.7,183298.1,184972.2,189356.4,190105,193976,196639.4,195594.4,182894.6,198630.2
Utah,2,  Private industries,77471.8,78982.9,81564.9,84591.3,87883.6,90058.7,92633.5,95323.6,96343.3,99841.5,100425.6,101148.2,99326.8,101310.9,100860.3,97587.7,97653.5,96434.9,96724.7,97588.6,99327.2,99315.3,101676.2,104329.6,104879.7,107019.3,107905.2,108686.9,110854.5,110893.8,110754,112722.1,114949.5,115882.2,117872.1,118530.3,120519.2,122488.5,123898.6,125449.2,126991.9,129559.2,130744,132504.2,133713.5,136156.9,138671.2,141356,142207.8,144524.3,148133.2,151584.1,155269.5,159276.7,161023.9,162570,166577.1,167078.2,170615.2,172927.1,171537.8,159654,174130.1
Utah,83,  Government and government enterprises,13319.5,13425.9,13797.1,14058.8,14185.9,14649.3,14645.2,14733.4,14784.4,15041.5,15341,15702.9,15950.7,15920.9,16183.7,16399,16444.8,16573.7,16373.4,16277.4,16793.6,16972.5,16902.8,17075.9,17435.3,17706.5,17512.7,17614,17458.1,17423.8,17538.1,17412.4,17480.4,17551,17986,17866.5,18245.3,18462.6,18501.6,18547.1,18631.8,18771.1,19199.9,19269,19731.8,19624.3,20075.1,20442,20478.4,20824.7,21136.5,21564.4,21608.3,22066,22274.3,22402.2,22779.4,23026.9,23360.8,23712.3,24056.6,23240.6,24500.1
Vermont,1,All industry total,23305,23288.1,23560.3,23850.2,24289.8,24274.4,24372.1,24282.6,24346,24603.4,24884.7,24923.1,25518.6,25587.7,25800.9,25764.2,25645.6,25576.7,25922.1,26338.2,26504.8,27019.1,27444.7,27484.6,27466,27981.2,28159.7,28931.6,28735.6,29239.3,29013.5,28585.9,29030.7,28944.4,28807.9,29081.1,28864.8,29380.6,30042.7,30474.6,30308.1,30576.9,30863.4,30906.6,31097.3,31294.2,31594.6,31735.3,31753.3,31815.1,32146.9,32447.6,32554.5,33009.5,33039.3,33320.9,33810.5,33805.8,34117.2,34320.2,34016.6,30174.8,33277.8
Vermont,2,  Private industries,19924.2,19995.6,20253.3,20455.8,20823,20797.7,20833.2,20753.9,20773.2,20998.5,21209.5,21315,21736.2,21846.3,22005.9,21899.1,21827.1,21706.4,22072.2,22468.4,22605.5,23109.5,23497.6,23565.2,23385.2,23817.7,24076.5,24798.5,24645.6,25171.8,24945.8,24438.1,24794.6,24655,24488.9,24767.7,24635.2,25065.3,25713.1,26052.9,25886.1,26055.9,26466.8,26392,26547.1,26880.1,27026.6,27280.8,27198,27289.5,27494.6,27815.3,27865.2,28288.5,28268.7,28526.7,28952,28911.2,29208.7,29378.1,29051.6,25391.1,28359.2
Vermont,83,  Government and government enterprises,3380.8,3292.5,3307,3394.3,3466.8,3476.7,3538.9,3528.7,3572.8,3604.9,3675.3,3608.1,3782.4,3741.4,3795,3865.1,3818.6,3870.3,3849.9,3869.8,3899.2,3909.6,3947.1,3919.3,4080.8,4163.4,4083.2,4133.1,4090.1,4067.6,4067.7,4147.8,4236.1,4289.3,4319,4313.4,4229.6,4315.3,4329.6,4421.7,4422,4521,4396.6,4514.6,4550.2,4414.1,4568,4454.5,4555.3,4525.6,4652.4,4632.3,4689.3,4721,4770.6,4794.2,4858.5,4894.6,4908.4,4942.1,4965,4783.6,4918.6
Virginia,1,All industry total,351558.7,358082.4,365491.2,368236.9,375995.3,377940.1,379945.2,382044.3,387694.7,390888.8,396189.3,396943.4,395237.6,399085.8,403485.4,403413.3,404013.3,407823.2,410387.9,415543,416498.5,422795.7,426164.9,428796.3,426647.1,430984.7,434770.3,439636.4,440636.4,444145.8,447889.7,447810.9,453991.5,452531.1,455226.2,458919,456364.9,462342.7,467325.4,472024.6,476071.8,483744.6,488818.5,489488.2,488164.6,493999.4,498051.3,506065.5,505925.4,509362,513285.9,518932.1,525661.5,531814.8,535895.8,540669.6,548014.2,552269.8,560807.5,566529.4,562718,519911.6,557986.3
Virginia,2,  Private industries,289165.9,295194.1,302157.6,303852.6,310381,311549,313702.8,314147.1,318778.6,320518.7,324542.1,324958,321951.6,325135.2,328648,327969.7,327457.8,330920.1,332801.2,338077.9,336573.1,343078.1,346245.9,348394.4,345498.8,349868.8,353265.7,357436,358922.3,361485.7,364507.8,363444.6,370362,368580.4,370964.7,373838,370796.6,376148.8,380454.7,384458.5,387619.5,394556.5,398924.7,399525.2,397033.1,403165.6,407042.1,413406.6,413593.9,416099.5,419835,424784.8,430427.4,435655.7,438428.7,443410.8,449214.2,453395.4,460263.8,465713,461585,420857.2,456569.6
Virginia,83,  Government and government enterprises,62392.8,62888.3,63333.6,64384.3,65614.3,66391,66242.5,67897.2,68916.2,70370,71647.1,71985.3,73285.9,73950.6,74837.4,75443.6,76555.5,76903.1,77586.6,77465.1,79925.4,79717.6,79919,80401.9,81148.3,81115.9,81504.6,82200.4,81714.1,82660.2,83381.9,84366.3,83629.4,83950.7,84261.5,85081,85568.2,86193.9,86870.7,87566.1,88452.2,89188.1,89893.8,89963,91131.4,90833.8,91009.2,92659,92331.5,93262.5,93450.9,94147.3,95234.1,96159.1,97467.1,97258.8,98800,98874.4,100543.7,100816.4,101133,99054.4,101416.7
Washington,1,All industry total,289799.4,294263.7,295654.5,303717.2,310466.5,313951.7,318659.8,326177.4,332099.1,343730.6,352063,358071.9,352598.2,354912.7,359963,354912.5,351405.5,352472.3,352750.9,358193.1,357854,365191.3,368571,371582.2,373778.3,377233.3,380013,388160.9,395650.8,399997,404632.7,402212.5,413912.4,415243.2,423451.9,426077.7,430680.6,437457.4,449478.7,454103.3,461219.8,470199.1,477764.4,477627.8,487971.3,488523.5,493343.4,504699.9,514179.5,520848.6,532482,543319.8,560333.3,571311,584400.7,585621.8,600330.7,608171.1,618623,624861.4,625120.6,579694.9,632013.5
Washington,2,  Private industries,247665.9,252056.8,253575.3,260029,265521.8,268267.3,272655.1,279727.8,285599,296358,303525.8,308899.6,302229.2,303887,307799.7,302201.5,297827.1,298722,298993.7,304370.7,302410.5,309823.2,312892.1,316596.1,317801.1,321728.6,324716.3,331664.2,338896.1,342244.7,346419.8,343893.5,355578.5,356526.1,364502.6,366361.5,370420.6,376889.2,388256.5,392339.8,399642.8,407695.4,414373,414208.6,423139.6,423495.3,428452.7,438145.5,447290.5,453180.7,463943.8,473582.7,490336.1,499815.2,511763,512322.9,525676.5,533071.5,542767.3,548520.5,547462.8,505387.4,555173
Washington,83,  Government and government enterprises,42133.5,42206.9,42079.2,43688.2,44944.7,45684.4,46004.7,46449.6,46500,47372.6,48537.2,49172.4,50369,51025.7,52163.3,52711,53578.4,53750.3,53757.2,53822.3,55443.5,55368.2,55678.9,54986.1,55977.3,55504.6,55296.7,56496.7,56754.6,57752.3,58212.9,58319.1,58333.9,58717.1,58949.3,59716.2,60259.9,60568.2,61222.2,61763.5,61577,62503.7,63391.4,63419.1,64831.7,65028.1,64890.7,66554.4,66889,67667.9,68538.2,69737.1,69997.2,71495.9,72637.7,73298.9,74654.2,75099.5,75855.8,76340.9,77657.8,74307.5,76840.4
West Virginia,1,All industry total,51590.1,52859.3,53610.3,55111.1,55639.7,56478.1,56980.1,57214,57372.7,58462.8,59144.3,59535.6,59515,61927.4,63384,63150.2,63053.2,62584.8,62589.9,63902.2,63988.6,64570.5,66320.5,66339.2,66104.4,68664.5,69068.7,69949.8,69677.3,69841.3,69081.8,68742.1,70654.1,70810.7,71228,71301.4,70478.5,71970.8,72484.9,72142.5,70543.8,71512.9,70968.5,70238.3,69351.1,69858.1,70168.1,70647.6,72765.1,72188.5,72673.8,73784.9,75294.1,77104.7,78646.4,79484.8,78711.4,79185.1,79078.5,78480.5,76366.3,68000.8,74510.9
West Virginia,2,  Private industries,42448.1,43781.6,44634.2,45842.7,46314.7,47094.4,47548.9,47686.6,47799.4,48705.8,49243.2,49622.9,49527.7,51856.7,53138.9,52766.5,52432.3,51794.3,51849.4,53252.9,52880.6,53643.9,55449.3,55597,55040.3,57651.9,58030.1,58683,58395,58398.9,57591.9,57204.4,59063.7,59275.8,59734,59809.7,59097,60585.4,60962,60564.6,58794.9,59750,59339.8,58609.8,57691.2,58294,58773.5,58904.4,61073.4,60346.2,60817.7,61872.2,63257.6,65040.4,66347.4,67192.4,66272.5,66688.9,66355.6,65659.7,63356.9,55344.6,61570.7
West Virginia,83,  Government and government enterprises,9142,9077.8,8976.1,9268.4,9325,9383.7,9431.3,9527.5,9573.3,9757,9901,9912.7,9987.3,10070.7,10245.1,10383.6,10620.9,10790.5,10740.6,10649.3,11108,10926.6,10871.2,10742.2,11064.1,11012.5,11038.6,11266.8,11282.3,11442.4,11489.9,11537.8,11590.4,11535,11494.1,11491.7,11381.4,11385.4,11522.9,11577.9,11748.9,11762.8,11628.7,11628.5,11659.8,11564.1,11394.6,11743.2,11691.7,11842.3,11856.1,11912.7,12036.5,12064.3,12299.1,12292.4,12438.9,12496.1,12722.9,12820.8,13009.4,12656.2,12940.3
Wisconsin,1,All industry total,222355.1,224122,228348.1,227537.6,232585.7,234807.6,237140.1,238858.6,241589.2,243361,245265.3,245149.7,243109.8,244705.5,245866.6,244855.2,241728.2,243725.7,246403.6,250217.1,249305.4,252813,256448.7,259893.5,259149.2,262529.6,266551.7,268435,272978,274949.9,274655.6,275578.3,279304.3,279550.5,282207.8,286267.6,286014.7,293529.4,296555.4,299247.3,302149.4,305941.7,308276.2,309628.2,310020.5,312655.1,315534,315551.2,317076.9,317485.5,322750,325127.4,333080.9,335832.6,339101.6,342197.3,345241.7,348471.3,350017.4,353935.5,348021,314026.5,344500
Wisconsin,2,  Private industries,196832.8,198498.5,201898.2,201909.4,205850.4,208409.3,209588.9,211962.4,213231.6,215486.1,217069.5,216329.1,214189.1,215312.6,216194.4,214116.4,211987.5,212663.7,215123.1,218227.2,218480.3,221075.7,223769.1,227497,226677.3,230489.2,234057.7,236902.6,239687.8,242331.4,242001.3,242149.4,246762.4,246283.1,249833.8,252923.9,252570.9,259561,263260.5,264731.4,269066.6,271402,274640.3,274804.8,276050.1,278392.5,279840.3,281924.7,282100.5,283786,286880.6,290911,297077.8,300817.2,303159.2,305602.6,308975.5,311076.4,312959,315980,310801,278870.4,307893.7
Wisconsin,83,  Government and government enterprises,25522.3,25623.6,26449.8,25628.2,26735.3,26398.3,27551.3,26896.1,28357.7,27874.9,28195.8,28820.5,28920.6,29392.9,29672.1,30738.9,29740.7,31062,31280.5,31989.8,30825.1,31737.3,32679.5,32396.6,32471.9,32040.4,32494,31532.3,33290.3,32618.5,32654.4,33428.9,32541.9,33267.4,32374,33343.6,33443.8,33968.4,33294.9,34515.9,33082.7,34539.7,33635.9,34823.4,33970.4,34262.7,35693.8,33626.5,34976.4,33699.5,35869.4,34216.5,36003.2,35015.4,35942.4,36594.7,36266.1,37394.9,37058.4,37955.5,37220,35156.2,36606.4
Wyoming,1,All industry total,25403.1,26571.8,27453,29448.8,30455.1,32051.3,33498.6,33818.7,34582.3,36210.4,36851.5,38809.7,40452.4,44020,44429.1,41299.3,38249.9,35662.6,35097.3,35332.8,37284.7,37027.7,37597.9,37860.1,38514,39766.9,39424.4,39955.5,39369.7,38783.9,37780.4,37816.9,39111.7,38742.6,39119.9,38797.8,38894.5,39595.7,39828.5,39408,38273,38152.9,38061.3,36955.8,35945.3,35681.6,35507,35682.2,36627,37312.3,37123.7,38021.8,38954.8,39603.4,40027.2,40227.2,40114.1,40301.3,40500.8,40764.3,38680.2,33233.1,35999.5
Wyoming,2,  Private industries,21611.7,22825.6,23679,25571.3,26543,28070,29417.4,29595.6,30234.9,31727.7,32302.2,34159.4,35683.1,39180,39518.6,36326.8,33211.4,30576.8,29999.3,30261.7,32013.9,31792.5,32360,32704,33217,34490.4,34176.8,34592.9,33942.2,33275.3,32216.9,32169.7,33345.7,32864.7,33231.2,32816.2,32861.6,33570.8,33786.3,33345.5,32138.8,32037,31834.4,30832.2,29701.8,29551.4,29421.5,29590.9,30423.8,31039.7,30832.2,31688.6,32635.9,33185.8,33535.7,33776.6,33562.2,33762.4,33884.2,34110.8,32023.2,26782.8,29344.6
Wyoming,83,  Government and government enterprises,3791.4,3746.2,3774,3877.6,3912,3981.3,4081.2,4223.1,4347.4,4482.8,4549.3,4650.3,4769.4,4840,4910.4,4972.6,5038.5,5085.7,5098,5071.1,5270.8,5235.2,5237.9,5156.1,5297,5276.5,5247.6,5362.6,5427.5,5508.6,5563.5,5647.2,5766.1,5877.8,5888.7,5981.6,6032.9,6025,6042.2,6062.5,6134.2,6115.9,6226.9,6123.6,6243.6,6130.1,6085.5,6091.4,6203.2,6272.5,6291.5,6333.2,6318.9,6417.6,6491.5,6450.6,6551.9,6538.9,6616.6,6653.5,6657,6450.3,6654.9
New England,1,All industry total,714575.9,720663.2,729076.4,738069.6,753161,759557.9,764006.8,778818.6,789738.4,797923.3,804994.3,807383.3,820353.6,818779.9,810639.9,799291.3,809169.7,809116,815869.1,823639.7,825798.1,839063.3,848492.1,849525.6,838687.8,861860,859978,873276.6,879259.4,889681.9,894198.7,895243.3,897606.8,897834.2,907722.3,915678.7,908663,924159.5,942009.3,960969.7,970445.2,985677.3,988957.1,999590,999510,1009873.3,1018994,1024078.1,1027368.9,1038878.5,1052698.9,1061898.3,1076702.2,1089217.5,1098858.6,1104394.8,1123191.4,1130963,1140932.3,1147567.9,1141524.2,1035902.1,1121716
New England,2,  Private industries,635386.7,639967.7,647551.2,655117,669666,675240.8,678800.4,692301.4,702087.9,708458.8,714032,716133.2,726964.5,725347.5,716771,704766.8,714991.9,714542.9,721658.2,728192,732049.9,743139.8,752039.6,751479.1,740134.5,762060.5,759759.9,774694.2,781542.5,792626.7,796461.9,797231.6,798007.3,797481.3,806618.3,813996.5,806116.3,821228.4,837651.5,856177.8,864829.2,879309.9,881536,890953.6,893139,902171.5,911193.6,915424.5,918101.8,928776.9,942114.9,950073.3,963920,975430.3,983740,989244.5,1006648.9,1013911.4,1022870.6,1029488.3,1023103.6,921992.9,1005332.9
New England,83,  Government and government enterprises,79189.2,80695.5,81525.3,82952.6,83495,84317.1,85206.4,86517.2,87650.5,89464.5,90962.3,91250.2,93389.1,93432.4,93868.9,94524.5,94177.8,94573.1,94210.9,95447.7,93748.2,95923.5,96452.6,98046.5,98553.3,99799.6,100218.1,98582.4,97716.9,97055.2,97736.8,98011.7,99599.5,100352.9,101104.1,101682.2,102546.7,102931,104357.8,104791.9,105616.1,106367.4,107421.1,108636.4,106371,107701.8,107800.4,108653.6,109267.1,110101.6,110584,111825,112782.1,113787.2,115118.5,115150.3,116542.5,117051.6,118061.8,118079.6,118420.6,113909.2,116383.1
Mideast,1,All industry total,2310355.2,2337955.1,2378750.9,2416890.1,2449044.2,2472643.6,2485745.6,2518884,2579153.5,2573511.3,2593530.1,2603461.3,2631187.5,2629130.1,2640471,2613830.7,2618025.3,2662573.3,2687666.1,2730695.1,2754613.3,2794675.6,2797260.6,2801008.3,2818210.3,2838739.6,2860263.3,2896145.1,2944326.7,2979477.8,3016455.3,3030400.3,3038587.7,3057352.2,3086696.1,3134878.9,3133684.4,3181768.3,3232867.3,3263215.6,3295298.2,3336486.7,3355950.1,3347042.3,3404768.7,3433267.2,3446687.1,3478309.2,3502814.5,3511150.7,3557534.2,3617373.4,3657813.5,3714279.4,3748021.3,3763659.2,3809314.6,3853177.7,3880373.6,3909138.2,3882625.2,3493919.2,3768023
