GeoName,LineCode,Description,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2019:Q1,2019:Q2,2019:Q3,2019:Q4,2020:Q1,2020:Q2,2020:Q3
Mideast,2,  Private industries,2008461.4,2031631.4,2067704.3,2102408.1,2136452.1,2154746.4,2167191.6,2194041.6,2250011.2,2238378.9,2254382.6,2263818,2285317.7,2280169.1,2288649.5,2256447.5,2258992.5,2300058.3,2323267.3,2360543.5,2379912.6,2418293.8,2419881.5,2421582.7,2441139.8,2457075.9,2478173.8,2518952.1,2565679.5,2600953.5,2633118.1,2644621.6,2645784.9,2662630.2,2688572.3,2733547.6,2733466.7,2778948.8,2825200.1,2854796.3,2885314,2925406.7,2940588.3,2930143.2,2991174.3,3019033.9,3027923.8,3056334.2,3079910.8,3083795.3,3127592.8,3183212.8,3210640,3260797.2,3288835,3301254.1,3344037.2,3384935.9,3408119.2,3435390.2,3407820,3031915.1,3299303.3
Mideast,83,  Government and government enterprises,301893.7,306323.8,311046.6,314482,312592.1,317897.1,318554,324842.3,329142.3,335132.3,339147.5,339643.4,345869.8,348961,351821.5,357383.2,359032.9,362515,364398.7,370151.6,374700.7,376381.8,377379.1,379425.6,377070.5,381663.8,382089.5,377193,378647.2,378524.4,383337.2,385778.7,392802.8,394721.9,398123.8,401331.3,400217.6,402819.6,407667.2,408419.4,409984.2,411080,415361.8,416899.2,413594.4,414233.3,418763.3,421975,422903.7,427355.5,429941.5,434160.6,447173.5,453482.2,459186.3,462405,465277.4,468241.8,472254.4,473747.9,474805.2,462004.1,468719.6
Great Lakes,1,All industry total,1894960.6,1908783.4,1930562.6,1940238.9,1963697.7,1982937.9,1994700.3,2009336.6,2034839.3,2052610.5,2066443.2,2068896,2048386.4,2056078.7,2052851.5,2019106.7,1983385.8,1980578.6,1992431.1,2026571.5,2027239.6,2068641.4,2104554.2,2119222.8,2126572.5,2149964.7,2174108,2211292.3,2232869.9,2255324.2,2263207.5,2260049,2303155.1,2298812.8,2322360,2355908.1,2361701.1,2416899.5,2455821.1,2471234.4,2482023.9,2510564.9,2527573.6,2535132.7,2530184.8,2559609.7,2570963.5,2599666.7,2607631.6,2621696,2648609.2,2678418.7,2727647.1,2757215.9,2779996.8,2798540.9,2815620.7,2832371.6,2860720.4,2879021,2845796.9,2567212.4,2807752.2
Great Lakes,2,  Private industries,1688602.5,1699384.6,1719935.2,1727562.5,1747064.2,1763706.1,1773037.7,1787991.4,1811874.5,1830763.8,1842793,1844732.8,1819586.8,1825217.6,1820004.8,1784205.6,1749353.9,1744181.2,1754134.3,1785254.6,1783366.1,1822081.9,1857562.8,1871491.1,1881980.7,1905041.4,1927246.2,1967137.7,1985260.5,2009309.7,2014913.9,2010538.9,2053518.9,2047109.3,2069816.2,2101950.9,2106878,2159623.1,2198616.9,2209054.1,2220583.7,2246711.5,2264993.9,2270700.3,2266870.7,2295246.8,2304814.2,2332113.1,2338294,2351144,2373544.1,2403118.8,2449247.3,2477586.4,2496681.6,2514357.9,2528537.2,2543251.6,2568849.1,2585122.5,2551054.5,2285942.8,2518235.7
Great Lakes,83,  Government and government enterprises,206358.1,209398.7,210627.4,212676.4,216633.5,219231.7,221662.5,221345.2,222964.8,221846.7,223650.2,224163.2,228799.6,230861.1,232846.7,234901.1,234031.9,236397.4,238296.8,241316.9,243873.5,246559.5,246991.4,247731.7,244591.8,244923.3,246861.9,244154.6,247609.5,246014.5,248293.5,249510.1,249636.2,251703.5,252543.8,253957.2,254823.1,257276.4,257204.1,262180.3,261440.1,263853.4,262579.7,264432.5,263314.1,264362.9,266149.3,267553.7,269337.6,270552,275065.1,275299.9,278399.8,279629.4,283315.2,284183,287083.5,289119.9,291871.4,293898.5,294742.4,281269.6,289516.6
Plains,1,All industry total,810874.5,817814.8,831324.2,833976.9,846614.6,861193.2,859311.1,869144,884999.5,903730.9,911603.2,924123.5,929180.2,939141,941026.6,932603.1,922052.2,921024.7,928654.1,945083.5,943629.6,959063,972615.5,987510.2,990746.8,1008105.7,1015890.9,1032319,1053359.2,1063288.4,1062031.6,1067392.3,1086021.1,1087857.6,1100916.8,1109341.6,1111124.5,1142013.8,1158815.9,1165760.6,1167810.8,1176385,1184905.7,1186268.3,1178727.6,1187701.7,1201299.6,1212368.2,1220162.6,1225302.6,1227188.9,1242974.9,1266563.8,1286291.8,1291337.2,1299709.9,1306756.3,1318496.4,1332856.2,1343740.7,1334415.8,1208190.5,1315096
Plains,2,  Private industries,713922.5,720231.2,732597.1,733579.6,744538.9,757727.4,754823.8,763449.6,778823.4,796536.1,802770.9,814560.9,817787.2,826648.7,827302.3,817852.4,806430,804335,810956.3,826023.5,823195.5,837668.4,850121.3,865030.4,869067,885764.7,893600.4,909525,930702.6,939832.4,937697.3,942269.2,960787,961407.9,973979.2,981242,982227.9,1011997,1027689,1033183.6,1033892.3,1041689.3,1049851.1,1050629.8,1042397.2,1051154.3,1063746.8,1073813.7,1081403.4,1085417.7,1086868.9,1100537.6,1123180.3,1140886.2,1144368.9,1152614.8,1157962.8,1168982.1,1181824,1192238,1182587.3,1062819.1,1164668.1
Plains,83,  Government and government enterprises,96952.1,97583.6,98727,100397.3,102075.7,103465.8,104487.3,105694.3,106176.1,107194.8,108832.3,109562.6,111393,112492.3,113724.3,114750.7,115622.3,116689.7,117697.8,119060,120434.1,121394.6,122494.2,122479.9,121679.7,122341,122290.4,122794,122656.6,123456,124334.2,125123.2,125234.1,126449.7,126937.6,128099.6,128896.6,130016.8,131126.9,132577,133918.5,134695.7,135054.6,135638.5,136330.4,136547.4,137552.8,138554.5,138759.2,139884.9,140320,142437.2,143383.5,145405.6,146968.3,147095.1,148793.5,149514.3,151032.2,151502.7,151828.4,145371.4,150428
Southeast,1,All industry total,2824257.3,2859976.5,2913228.5,2955482.4,3012265.4,3047941.1,3069728.3,3102985.2,3107282.6,3139156.4,3173008.1,3198366.8,3179988.2,3208123.8,3217575.3,3168903.7,3135667.8,3123688.2,3136694.4,3180332.9,3182117.2,3225643.1,3262524.7,3288569.3,3274705.9,3316628.4,3332114,3367028.3,3404419.7,3424901.7,3442417,3443417.1,3507747.9,3504386.6,3546894.6,3583224.9,3590763.8,3654434.4,3705738.5,3740376.8,3781293.5,3839221.3,3876918.1,3891576.8,3904274.5,3946672.7,3982404.6,4035431.2,4078938,4099891.4,4141799.6,4212673.4,4274137.5,4337185,4377816.9,4420447.9,4464595.8,4504473.4,4556884.3,4598427.4,4566003.6,4154332.6,4512856.6
Southeast,2,  Private industries,2437887.7,2470087.4,2520775.4,2558307.2,2610785.3,2642434.4,2657548.8,2682168,2680058.3,2706869.2,2731585.1,2752678.3,2727633.4,2753077.3,2756040.5,2704848.6,2663197.9,2648287.2,2659326,2700724.9,2696791.4,2737466.6,2772933.2,2800784.5,2784463.1,2821540.1,2840461.5,2871041,2910139.6,2927078.4,2942771.8,2940804.3,3005055.9,2999777.4,3041743.5,3074417.2,3080173.2,3141420.4,3189336.4,3219521.2,3255701,3310286.2,3346269.2,3358068.4,3371608.4,3410714.9,3443648.9,3491815.4,3533718.7,3550118.6,3585799.4,3650551.1,3707101.1,3764539.9,3799394.4,3840580.9,3877198.4,3914166.7,3959042.8,3997022.7,3962091.1,3566766.2,3911891.3
Southeast,83,  Government and government enterprises,386369.6,389889.1,392453.1,397175.2,401480.1,405506.7,412179.5,420817.2,427224.3,432287.2,441423,445688.4,452354.8,455046.6,461534.8,464055,472469.9,475401.1,477368.4,479608.1,485325.8,488176.4,489591.4,487784.8,490242.7,495088.3,491652.5,495987.2,494280,497823.3,499645.2,502612.8,502692,504609.2,505151.1,508807.6,510590.6,513013.9,516402.1,520855.5,525592.5,528935.2,530648.8,533508.4,532666.1,535957.8,538755.8,543615.9,545219.3,549772.8,556000.2,562122.2,567036.4,572645.1,578422.5,579867,587397.4,590306.7,597841.4,601404.6,603912.5,587566.4,600965.4
Southwest,1,All industry total,1371858.6,1388013.7,1425461.9,1464537.6,1513937,1534587.1,1556563.1,1581601.2,1607060.3,1659225.7,1684023.2,1712927.5,1718282.7,1765912.7,1765727,1706385.6,1643358.3,1614274,1624492.6,1656214.9,1691765.2,1705552,1731834.1,1761578,1788043.2,1836533,1851992.9,1886607.9,1914407.5,1926456.6,1938353.9,1978380.2,2005591.8,2030816.2,2065782,2081622.3,2090432.4,2138838.1,2169645,2157303.6,2138965.3,2136922.5,2142110.9,2135808,2109290.9,2140405.2,2160684.5,2188806.4,2228841.4,2252603.1,2285015.7,2335607.5,2391869.9,2439269.9,2462828,2486148.7,2493924.4,2509437.3,2531923.7,2549119.3,2495938.3,2244753.5,2438087.8
Southwest,2,  Private industries,1197210.3,1212196.2,1248435.9,1283819.5,1330711.8,1349222.5,1368301.3,1390417.7,1413333.1,1461728.2,1482548.6,1509543.5,1510571.8,1556208.7,1553846.2,1492285.4,1426150.8,1395812.3,1403315.2,1433270.5,1464119.1,1476082.7,1501114.8,1532646.7,1556331,1605964.9,1620831.5,1654857.1,1681618.1,1690203.5,1699991.4,1738430.3,1764444.3,1787711,1821360.4,1835616.7,1843566.1,1890714,1919316.4,1904043.8,1882289.6,1878273.8,1881923.4,1873651.5,1844085.1,1874080.3,1893297.7,1918618.1,1956867.2,1977860.9,2007150.1,2054938,2110373.1,2154201.3,2174420.6,2196510.6,2200640.1,2213698.1,2232205.8,2245740.9,2190073.2,1945535.8,2130005.9
Southwest,83,  Government and government enterprises,174648.4,175817.4,177026,180718.1,183225.2,185364.6,188261.8,191183.5,193727.2,197497.4,201474.6,203384.1,207710.9,209704,211880.7,214100.2,217207.5,218461.7,221177.4,222944.5,227646.1,229469.3,230719.2,228931.3,231712.1,230568.1,231161.5,231750.8,232789.4,236253.1,238362.5,239949.9,241147.5,243105.2,244421.6,246005.6,246866.3,248124.1,250328.6,253259.8,256675.7,258648.7,260187.6,262156.5,265205.9,266324.9,267386.8,270188.2,271974.2,274742.3,277865.6,280669.5,281496.8,285068.6,288407.3,289638.2,293284.3,295739.2,299718,303378.4,305865.2,299217.8,308081.9
Rocky Mountain,1,All industry total,408746.5,415260.5,425119.5,432136.4,443307.8,449342.1,458187.3,463935,471649.1,484331.2,490998.7,502530.1,500586.7,513002.5,514109.3,498958.4,492576.6,483166.4,486154.3,490375.4,497470.6,498633.3,505977.4,515998.9,517101,524758,527394.1,532939.3,537125.8,539342,540078.3,545923.8,558192.3,561327.2,570073.5,574998.8,581385.9,591626.4,599900.7,607320.9,609478.2,616398.1,620709,621903.4,621324.2,629716.6,640320.1,651278.7,658209.3,667473.2,679001,692490.3,708699.6,721448.3,727446.9,736652.4,747065.2,755943.3,769000.5,778092.9,773435.6,706242,766386.3
Rocky Mountain,2,  Private industries,351590.5,357837.5,367611.6,373537.2,384053.2,389484.3,397651.9,402999.2,410483.5,422151.4,428064,438499.7,435128.8,447073.8,446912.8,431278.8,424633.3,414846.9,417480.5,421986.7,427217.8,428235.6,435729.4,445996.3,446088.4,453274.2,456304.7,461294.4,465399,467250,467338.6,473137.2,485003.1,487626.4,495644,500080.1,505633.3,515028.1,522690,529318.4,530207.9,536521,539413,540677,538754.9,547260.9,556821,566309,572795.3,580960,591333.3,603403.6,618976.6,630385.9,635546.9,644196.6,653008.7,660965.9,672916.7,680940,675491.5,611094.4,668772.2
Rocky Mountain,83,  Government and government enterprises,57156,57423,57507.9,58599.2,59254.5,59857.8,60535.4,60935.8,61165.5,62179.8,62934.8,64030.4,65457.9,65928.7,67196.5,67679.7,67943.3,68319.5,68673.8,68388.7,70252.8,70397.7,70248,70002.6,71012.5,71483.8,71089.4,71644.9,71726.8,72092,72739.7,72786.5,73189.3,73700.8,74429.5,74918.7,75752.6,76598.3,77210.7,78002.5,79270.3,79877.2,81296,81226.4,82569.2,82455.7,83499.1,84969.7,85414,86513.2,87667.7,89086.6,89723,91062.4,91900,92455.8,94056.5,94977.4,96083.8,97152.9,97944.1,95147.6,97614.1
Far West,1,All industry total,2348983.3,2383125.8,2427404.3,2470898.9,2542513,2560346.4,2593658.4,2628068.7,2645651,2687501,2728306.3,2774392.1,2738489.3,2785543.3,2799563.3,2722593.7,2700530.3,2659777.8,2648593.9,2670706.4,2703100.2,2728536,2751161.3,2809197.6,2820730.2,2848502.5,2858034.6,2886306,2938345.1,2960277.1,2989280.7,3025392.1,3054471.8,3082735.1,3139561.8,3217995.3,3209209.5,3268065.2,3344850.8,3373368.4,3441805.9,3509054.4,3540899.3,3552203.2,3609742.3,3632362.2,3685469.6,3733606.8,3797889.8,3849713.7,3912962,3982020.6,4027530.6,4093468,4137585.5,4177618.8,4236590.2,4305051.1,4347375.7,4421981.5,4400773.4,3992042.7,4322036
Far West,2,  Private industries,2044766.6,2078529.9,2119310.9,2159549,2221735.1,2238494.3,2266840.6,2296815.9,2307450,2343609.1,2380582.1,2419845.7,2379867.8,2423290.1,2431741.5,2352067.4,2330945.8,2290626.6,2278365.2,2303610.8,2327882.4,2352322.8,2376758.3,2431393.8,2437303.1,2464945.1,2473027.8,2503010.2,2550723.2,2573957.7,2603825,2634628.1,2662564.9,2686708.9,2735959.6,2809212.8,2799070.4,2853246.8,2922526.7,2945115.4,3012624.9,3070956.7,3094690.4,3106741.4,3156526.5,3179383.9,3227489.7,3273738,3335667.5,3385672.7,3445735.8,3510456.7,3549683,3612375.8,3653440,3684204.6,3740857.6,3803931.3,3841396.9,3909138.5,3886738.9,3499406.7,3818404.7
Far West,83,  Government and government enterprises,304216.7,304595.9,308093.4,311349.9,320777.9,321852.1,326817.8,331252.7,338201.1,343891.9,347724.2,354546.4,358621.5,362253.2,367821.9,370526.4,369584.4,369151.1,370228.7,367095.6,375217.8,376213.2,374403,377803.8,383427.1,383557.4,385006.8,383295.8,387621.9,386319.4,385455.7,390764,391906.9,396026.2,403602.2,408782.5,410139.1,414818.4,422324.1,428253,429181,438097.7,446208.9,445461.9,453215.8,452978.3,457979.9,459868.8,462222.3,464041,467226.2,471563.9,477847.7,481092.2,484145.5,493414.2,495732.6,501119.8,505978.8,512843,514034.6,492636,503631.3
